tweet,label
Total deaths remain highest in the Northeast with nearly 29000—certainly a substantial undercount as New York reports only deaths within long-term care facilities not those linked to such facilities but occurring in hospitals. https://t.co/QTVXT0Hb1z,real
@hackingdata @JuddLegum @chrislhayes In all our reporting on The Atlantic side people have used 2:1 ratio as a rule of thumb but in practice we understand it can be more complicated. It's possible that the specimen:test ratio will also go down as per a press conference with the UW Virology lab.-@alexismadrigal,real
Use this national pause to keep your distance while staying connected. Play it safe to protect yourself and others from #COVID19. https://t.co/1YQ4UWHAkk #PhysicalDistance https://t.co/tJuqB7kmph,real
Justin Trudeau promises to pay off Tamil Nadu (India) government's debt.,fake
A video of young adults singing the Indian national anthem has been shared on Facebook and Twitter during the COVID-19 pandemic alongside claims that it shows American students performing to thank India for supplying the US with hydroxychloroquine a malaria drug that has been involved in clinical trials for potential COVID-19 treatment.,fake
More than 15 million cases of #COVID19 have now been reported to WHO and almost 620000 deaths. Although all countries have been affected we continue to see intense transmission in a relatively small group of countries-@DrTedros,real
#IndiaFightsCorona India's comprehensive and calibrated actions within the umbrella strategy of 'TEST TRACK TREAT' have resulted in a low mortality rate. Sustained efforts through early diagnosis &amp; timely and effective treatment continue to steadily push the CFR down. https://t.co/B6bqpNNdWX,real
Don’t put family at risk for #COVID19 by visiting them in person. Call grandparents or invite them to a video chat. Keep your loved ones safe by staying connected while physically distant: https://t.co/0D99fLmeyc. #PhysicalDistance #TogetherAlone https://t.co/plXt2ULaiA,real
"Health minister Edward Argar insists the average distance to receive a #COVID19 test has ""gone down to about 5.4 miles"" adding ""around 25% of those going for a test do not meet the criteria"" #KayBurley https://t.co/THQ8MS7ILT https://t.co/6HxwhPSXdu",real
Matarratón tree cures COVID-19,fake
Madagascar President Andry Rajoelina said that the World Health Organization (WHO) offered him $20 million to put toxins in their coronavirus remedy.,fake
"""99%"" of coronavirus cases ""are totally harmless.""",fake
Coronavirus Resists All Attempts To Change Its Name https://t.co/xOYaGAgmzS #death #virus #pandemic #coronavirus,fake
The memorandum requires states to enter a financial agreement with the federal government and pick up 25% of the tab (or $100) for each person a provision that was criticized by governors as many states continue to struggle financially due to COVID-19 https://t.co/RwbFsqkyih,fake
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 77.74% as on September 10 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/GEh7DtTBJu,real
"COVID test results that come a week (or more) later are ""useless."" https://t.co/i5HNG5QbkZ https://t.co/W6uoyRXQ3q",real
McDonalds Announces That They Will Be Making Coronavirus Testing Kits Available https://t.co/bjTWDCnH4O #mcdonalds #coronavirus #idea,fake
Kylie Minogue admits she’d find it quite funny if Glastonbury 2020 was cancelled due to coronavirus after people worked so hard to get tickets https://t.co/hTZ96Ulzq5,fake
Now this was 2001 tell me why 19 years later they say there is no vaccine,fake
Several dozen of our volunteers spent the last 5 days evaluating the new @CDCgov data. This is the white paper we produced. https://t.co/7pfR06HJhd https://t.co/viUhfA0wBr,real
President Trump Proposes Constructing Bigly Retractable Dome Over USA https://t.co/g0xXC26c0a #donaldtrump #josephbiden #coronavirus,fake
Trump Family To Go Into Facemask Production https://t.co/kGWvJlhABr #donaldtrump #coronavirus #fashion #ivankatrump #facemasks,fake
"@BiomedJ @veryvirology Observation: South Africa is hit hard by TB. And banned HCQ. Worst Corona stats in Africa, which otherwise do great; using anti malarial and Ivermectin routinely, another observation. Well, much better than US and U.K. for sure.",fake
Laboratories completed 4589 tests yesterday bringing the total number of tests completed to date to 697070. In the last seven days labs have processed nearly 100000 tests for COVID-19.,real
Says 99% of COVID-19 cases ???are totally harmless.??�,fake
Viral post claims that a COVID-19 infected patient was found in Hsipaw township hospital in Myanmar.,fake
In his Fox News Sunday interview President Trump said “We have one of the lowest mortality rates in the world” from COVID-19. Chris Wallace fact-checked him in real time. Now we have too. We say: False. https://t.co/u0lS18rda5,fake
Scientists are expressing cautious optimism that a COVID-19 vaccine can be ready to go by the late spring of 2021 although it’s unclear how much longer it would take to distribute the vaccine widely. https://t.co/srNfKUra8c,fake
One person remains in Auckland City Hospital in a stable condition on a ward.​ ​ Our total number of confirmed cases of COVID-19 remains at 1178 which is the number we report to the World Health Organization.,real
RT @Surgeon_General: #DYK: #Handwashing remains one of the best ways to prevent the spread of viruses like #COVID19. Here are 5️⃣ things to…,real
Though the number of new cases has remained relatively flat the regional data shows that we're not in a steady state. Here are new cases by region scaled for population. https://t.co/VM8nPWHuKS,real
American's arm themselves as Coronavirus panic spreads https://t.co/poHaL0vwDE #americans #coronavirus,fake
RT @drharshvardhan: Launched India’s first mobile lab for #COVID19 testing to promote last-mile testing access in rural &amp; inaccessible area…,real
US has developed miracle drug Remedesivir against COVID-19.,fake
Singapore is often lauded for its response to COVID-19. The Government has pointed to it as an example of a country doing well that hasn't closed schools. It recently decided to do so. So how does Singapore's response compare to Australia's? https://t.co/7vEvDbFC8R #auspol https://t.co/int1qOZwtP,fake
Advice about coronavirus prevention and remedies allegedly from Stanford Hospital.,fake
Mass disinfection of people using a chemical solution will eradicate COVID-19 .,fake
Coronavirus: US passes grim milestone of 200000 deaths https://t.co/uhHMcAydlA,real
"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren???t related to this crisis.""",fake
Nursing home and assisted living facility staff: You protect vulnerable residents from #COVID19. CDC’s new training webinars can help: https://t.co/Se9PmcEcKL. https://t.co/6bphBfhVqv,real
Special envoy at WHO Dr David Nabarro says 'when people mix and don't bother with face masks the number of cases of #COVID19 doubles every two days' and adds no country in Europe is currently at that stage. Latest: https://t.co/SbuXC4QTYX https://t.co/jhAqXSeHWi,real
David Icke's claims that 5G poisons cells and Bill Gates plans to control population with an invisible ink,fake
For the past 6months @NigeriaFELTP residents have been supporting the #COVID19 response in @followlasg This includes supporting operations at sample collection sites by keeping records of commodities and ensuring daily decontamination of the sites across various LGAs https://t.co/jfVDNsplGa,real
#IndiaFightsCorona India scales yet another PEAK- Records all-time High of DAILY TESTING. For the first time more than 12 lakh COVID tests conducted in the last 24 hrs. https://t.co/ssAkhKgWiX https://t.co/pGBrPhoLBj,real
"RT @PolitiFactWisc: President Trump says in Mosinee COVID relief programs ""saved more than 1M Wisconsin jobs and 87000 Wisconsin business…",fake
"I heard such type of news many times.. Turkey few months ago claim that country finally prepared #coronavaccine . 
After that we all came to know it's not true😞
That's why I don't want to believe any type of news unless otherwise, officially announced by WHO. https://t.co/nqHsJbDSSl",fake
"We were meant to have a world beating test and trace system back in June we're now in September and it's still not fit for purpose. The deputy leader of Chorley council says people in Lancashire feel let down"" over the government's testing system. https://t.co/CUOsIXAnFN https://t.co/l7Zed2mmPU",real
RT @EllenCutch: Join us at midday today to hear about how Fact Check is responding to the coronavirus pandemic.,fake
WHO warns against consuming cabbage to prevent COVID-19,fake
*WORLD HEALTH ORGANISATION PROTOCOL&PROCEDURE OF LOCKDOWN PERIODS FOR CONTROLLING ON MOST DANGEROUS VIRUS*,fake
"@giles7452 @William05548637 @CheeseNBranston @brianbloop2 @jeremy_hume @Edele_Bear @Macid3000 @Begentle50 @afewpoints @The_Leaver @susan04071 @chrisgregson123 @Roblev0 @mindedmusically @tripleGGGx @DavidGSmith18 @cathyby @Davidmetroland @VeuveK @jrwyke @ShaneJa16905901 @Squeakydog1 @David_Vaporium @kid_alabama @butlerrichard2 @robertcecil1608 @Sir_Tom_Tucker @fccologne4eva @daftrucker1 @Mac_Paddy54 @CarlsbadCharlie @creativ61543336 @Gazza41 @BeowulfSchaefer @RuddsBunny @MattAdkin @David19531501 @GentlemanGeorge @IrishEurophile @JohnRya13591294 @RobGooders @markwh2001 @JamesBl04750891 @viv_cooper @dw2essex @Jag11814459 @FoxInWolfs @ClareAdams @ptp335 @resiguru Covid depends on severity as does flu both can kill, hayfever isn't going to kill you
I've had hayfever very bad before when younger not so nowadays though, I do take basic tablets/ antihistamines when pollen is high so it dosn't cause discomfort really.",fake
#Wildfire smoke symptoms are too similar to #coronavirus adding pressure to strapped EDs. https://t.co/VPuRrkopvS,real
"Says President Donald Trump implemented ???a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.??�",fake
The mandatory 14 days in isolation is the key part of our border control. The routine testing that we added last week is an additional measure.,real
Our daily update is published. States reported 658k tests 56k cases and 1485 deaths. The number of currently hospitalized COVID-19 patients continues to fall. There are many data issues which we note in this thread. https://t.co/sj1i95BrWd,real
Is Coronavirus An Invasion From Outer Space? https://t.co/CdtZAaof56 #dwaynejohnson #gregorypeck #onthebeach,fake
Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.,fake
Coronavirus: Only one in 10 to be protected from COVID-19 in first year of vaccine use https://t.co/RjTssQlcWx,real
Man Finds It Difficult To Eat When Wearing A Face Mask https://t.co/atfaqxvfjX #coronavirus #facemasks #covid19,fake
#SocialDistancing is one of the best tools to avoid being exposed to #COVID19. To help #SlowTheSpread of COVID-19 keep key times in mind for when to #SocialDistance. Learn more: https://t.co/k5GuyJX2RI. https://t.co/ntWNllSJYE,real
RT @MoHFW_INDIA: #IndiaFightsCorona India has scaled yet another peak! More than 12 lakh samples tested in the past 24 hours. Cumulative…,real
Trump Administration Collaborates with McKesson for COVID-19 Vaccine Distribution https://t.co/SUToRhAPcS,fake
As at 10:30 pm 3rd April there are 209 confirmed cases 25 discharged 4 deaths For a breakdown of cases by states- https://t.co/zQrpNeOfet Lagos- 109 FCT- 41 Osun- 20 Oyo- 9 Akwa Ibom- 5 Ogun- 4 Edo- 7 Kaduna- 4 Bauchi- 3 Enugu- 2 Ekiti- 2 Rivers-1 Benue- 1 Ondo- 1,real
RT @CDC_HIVAIDS: #COVID19 Clinician Tip: Underscore the importance of following all CDC precautions to prevent COVID-19 such as social dis…,real
Home Ministry Has Declared That Posting On Coronavirus Has Been Declared A Punishable Offense,fake
#IndiaFightsCorona: 📍Increasing gap between #COVID19 Recovered &amp; Active cases of India (May 04 2020 to September 13 2020)👇 #StaySafe #IndiaWillWin https://t.co/cT52vuGy74,real
"The COVID-19 pandemic ""was set up in a meeting"" in 2019 sponsored by the Bill & Melinda Gates Foundation.",fake
“The data says we must act now.” Health secretary Matt Hancock says that new restrictions will be brought in for Northumberland North Tyneside South Tyneside Newcastle-upon-Tyne Gateshead Sunderland and County Durham. Get more on this story: https://t.co/adsrEZpSFH https://t.co/feJqpi2UsL,real
In absolute terms the U.S. has done a lot of testing but on a per-capita basis we're pretty far behind some other nations. As importantly it varies wildly between the states as this chart by one of data users shows. https://t.co/16GwxAkgWv,real
Confused about mortality rate for coronavirus and case-fatality rate? We explain the difference here. https://t.co/wvIo4b4EfF,fake
There was a crisis in Yemen before COVID now the virus is presenting a triple emergency to the country. @DMiliband president of the International Rescue Committee says in Yemen there are only around 12 tests per million of the population. More here: https://t.co/n36UBiTWFw https://t.co/fxn0Tdgga2,real
NEWS! Government urged to lift lockdown after it emerges Ed Sheeran is using the time to write a new album https://t.co/eN7basHtp1 https://t.co/DCjQsaDTXj,fake
RT @PIB_India: #COVID19 bulletin As Recoveries in India grow difference with active cases widens recovered patients are 3.5 times the ac…,real
???59 people die as pastor gives them dettol to drink in church to prevent coronavirus.??�,fake
An emerging policy consensus suggests that states should wait to reopen until cases have steadily decreased (an R(t) less than 1.0) for at least two consecutive weeks.,real
Video shows a doctor from Breach Candy Hospital of Mumbai claiming that If you can hold your breath for a longer period without discomfort you don’t have Coronavirus.,fake
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 048831145 samples tested up to September 05 2020 1092654 samples tested on September 05 2020 #StaySafe #IndiaWillWin https://t.co/9HvlVcDriv,real
The latest updates from the Director-General of Health:⁣ ⁣ • There are no new cases of COVID-19 to report in New Zealand today.⁣ ⁣ • This means New Zealand’s combined total of confirmed and probable cases remains at 1503 of which 1153 are confirmed cases of COVID-19.⁣ https://t.co/OuFRChjB10,real
Though pregnant women are less likely to contract coronavirus when they do they need intensive care more often. https://t.co/0tShDj79Rg,real
RT @CDCDirector: Protect yourself and others from #COVID19 when using public transportation. Practice social distancing avoid touching sur…,real
TikTok has been completely banned in the United States.,fake
"In Nagpur's Medical Hospital, the kidney of the patient was removed and the excuse was made that the patient had corona. Postmortem of an alive person was done. # Careful_india # COVID19 # COVID19India.",fake
A video where Bill Gates is alledgely stating that vaccines are useful to sterilize and reduce the world population.,fake
"@YorkshireBri @latimeralder They are not experts. The are Big Pharma Reps, disguised as health experts. They failed to mention Vitamin D supplementation, and are part of the $$ clique who continue to demonize Hydroxychloroquine + Zinc which is a life-saver against Covid:
https://t.co/BCS9yaM9F1",fake
460 new cases of #COVID19Nigeria; Lagos-150 Rivers-49 Oyo-43 Delta-38 FCT-26 Anambra-20 Kano-20 Plateau-18 Edo-14 Bayelsa-13 Enugu-13 Osun-12 Kwara-10 Borno-8 Ogun-7 Kaduna-6 Imo-4 Bauchi-3 Gombe-3 Niger-2 Adamawa-1 30249 confirmed 12373 discharged 684 deaths https://t.co/uSvoIwWR3R,real
Says the New York Times exposed the ???real reason behind coronavirus hype Crash the market to harm Trump???s re-election chances.??�,fake
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on August 29 2020) ➡️21.90% Active cases (752424) ➡️76.28% Cured/Discharged/Migrated (2648998) ➡️1.82% Deaths (62550) Total COVID-19 confirmed cases = Active cases+Cured/Discharged/Migrated+Deaths Via @MoHFW_INDIA https://t.co/X8JCQo7LFd,real
“A pandemic can make us realize we are all truly connected here at home and across the whole world.” CDC #diseasedetective Rachael Zacks deployed to Seattle to test one of the United States’ first-known #COVID19 patients. Her story: https://t.co/Z9K0ShXJ1g. https://t.co/eSncAU4sXf,real
RT @fema: If you are struggling with stress or mental health concerns due to #COVID19 or after a disaster there is help available. The @d…,real
#Florida smashes record for most new COVID-19 cases any state has in a single day https://t.co/gqtofPbOAd,fake
Know when to delay your travel to #SlowTheSpread of #COVID19. Check these common situations and talk to your healthcare provider if you are unsure whether any of these apply to you or your travel companions. https://t.co/qikq42aNWl https://t.co/SvepZEQGMP,real
_Photo of a vaccine developed by U.S. scientists for COVID-19._,fake
Clinical senior lecturer at King's College London Dr Claire Steves says 'two symptoms of #COVID19 that are not on the core list are headaches and fatigue' and discusses what symptoms warrant a test for #coronavirus 👇 Latest: https://t.co/gpqYW8xYoB https://t.co/nmvIiVwZ3P,real
"Bill & Melinda Gates Foundation building says ""Center for Global Human Population Reduction"" on its front.",fake
A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,fake
With 56000+ new coronavirus cases reported India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II of clinical trials today. Bihar records 3000 new cases for the first time in a single day. #COVID__19 #CoronavirusFacts https://t.co/Y1rgr6CxK6,fake
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 04 2020) ▶️77.15% Cured/Discharged/Migrated (3037151) ▶️21.11% Active cases (831124) ▶️1.74% Deaths (68472) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/XOB1gft4AQ,real
Prime Minister @ScottMorrisonMP says Australia is getting better #COVID19 outcomes on a per capita basis than NZ despite a more extreme lockdown there. We found that claim to be a fair call. Here's why: https://t.co/gYGOGw1xAq #factcheck #CoronavirusFacts https://t.co/rWC4F21nUX,fake
US labs can test for infection with #COVID19 using existing CDC test kits. For specific instructions on the newest protocol using CDC tests visit https://t.co/nmkWTkgrKC. https://t.co/GoNUB98qfB,real
Our daily update is published. We’ve now tracked 18.7 million tests up 465k from yesterday the second-highest daily total we've seen. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/A9iB8cX3XB,real
In India no case of #COVID reinfection has been reported to date. However as the #COVID19Outbreak continues to evolve we are learning more about this new virus every day. #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronaVirusUpdates #coronavirus #CoronavirusPandemic,real
#COVID19 has unequally affected some of us in racial and ethnic minority groups both physically and emotionally. As we take steps to help protect ourselves and others from COVID-19 let’s make sure to take care of our #MentalHealth too. https://t.co/GKZV8vsPCV https://t.co/zbBRtGzUFB,real
"#MODIJI_POSTPONEJEENEET 
@modiji
 it is highly risky for us to give exam in such a critical condition of covid19. Sops. are not followed because there are too many students and staff . We are requested plz postpone jee neet or other exam until the situation comes to normal https://t.co/8qvL2D6YJR",fake
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 11 2020) ▶️77.65% Cured/Discharged/Migrated (3542663) ▶️20.68% Active cases (943480) ▶️1.67% Deaths (76271) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/MTuKpu4q1D,real
Note: In an earlier version of this thread we posted an incorrect number for today’s reported deaths. We deleted the tweet posted the wrong chart and deleted it again. All numbers and charts are correct now. Our apologies for the errors. —@kissane,real
The reason we don’t test on arrival and we wait until day 3 is that that is about day 5 of people’s journey. We know that testing then is more likely to pick up infection that earlier testing when people may be incubating the virus but not test positive.,real
A sharepic states that since the beginning of the corona crisis 3354 people died and 924000 children are missing,fake
Garlic onions and other traditional medicine recipes are treatments against the new coronavirus.,fake
Coronavirus is caused by bat soup.,fake
Yesterday our labs processed 9257 tests. Our total number of tests completed to date is 719320.​ ​ There are 159 people linked to the community cluster at the Auckland quarantine facility. This includes 85 people who have tested positive and their household contacts.,real
#IndiaFightsCorona: Major highlights of this week: ▶️More than 3.6 crore tests have been conducted so far ▶️Recovered patients are 3.4 times of the active cases ▶️Recovery Rate has crossed 75% ▶️Active cases are only 22.2% of total cases: Secretary @MoHFW_INDIA @ICMRDELHI https://t.co/iSHoCuJk6c,real
"Says Anthony Fauci???s statement that the coronavirus death rate is 10 times that of the seasonal flu is ???a claim without any scientific basis.""",fake
Metformin may lower risk for fatal COVID-19. https://t.co/grKd6geuFc https://t.co/9KxDviSp18,real
Trump Hails 'Positive' Talks With Covid 19 https://t.co/mpUji2Yq0V,fake
RT @CDCDirector: New in @CDCMMWR: CDC &amp; academic partners narrow timeline of when #COVID19 limited community transmission likely started in…,real
#CoronaVirusUpdates #IndiaFightsCorona India reaches another record of highest single day #COVID19 recoveries at 57381. https://t.co/ATC6t8kNta @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva,real
One of the positive cases from Tokoroa visited Toi Ohomai Institute of Technology while they were feeling well and before they were aware of any potential exposure to COVID-19. There are no further positive cases in Tokoroa.,real
Going to a cooling center to beat the #heat this #summer? Follow these tips to protect yourself from #COVID19 • Practice social distancing • Wear a cloth face covering (for people 2+ years old) • Wash your hands often or use sanitizer w/ &gt;60% alcohol https://t.co/DmfPOAPMjW https://t.co/7JRWKKy89o,real
#COVID19 vaccine deals in the works with candidates producers says Union Health Minister @drharshvardhan in an interview with @htdelhi. https://t.co/W74qGNNXOm @PMOIndia @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva @mygovindia,real
BREAKING! Trump fans get busy injecting bleach to ‘own the Libs’ #COVID19,fake
Dozens of dead bodies are stacked at Lenox Hill Hospital in NYC and the media don't want to show this tragic image of the pandemic.,fake
#Coronavirus: People in Scotland have been banned from visiting other households indoors as #COVID19 rules are tightened https://t.co/yvWOkgBq0Q,real
Madagascar does not have any cases of the coronavirus,fake
Acc to @WHO being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from #COVID19 or any other lung disease. #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia https://t.co/8wwhvq6jnU,real
COVID-19 deaths in the Brazilian state of São Paulo fell after audits conducted by the new minister of Health.,fake
*Recovered* ➡️Those who have had the disease. We assume that these people acquire long-lasting immunity though people only remain immune to other coronaviruses for 1-2 years (avg) and there is some early evidence to suggest the infection may not create immunity in some people.,real
RT @Fmohnigeria: The risk of getting infected with #COVID19 is higher when we don't wear #facemask to public places. #Wear your facemask p…,real
Yesterday our laboratories completed 2830 tests of which 341 were in managed isolation and quarantine facilities. That brings the total number of tests completed to date to 451616.,real
"@ProjectLincoln @johnpavlovitz Well, I think climate change still counts as the #1 worst federal response to a national emergency in our nation’s history. But the pandemic response is surely inept, irresponsible, and tragic.",fake
Coronavirus: Franchising 'ended' as government seeks new rail future https://t.co/5nvG1RYZad,real
@tweettruth2me I can’t get over sitting 15-20 feet away from other people without a mask is a problem. Then again the CDC will tell you next week that covid is airborne up to a mile.,fake
"Claim: Kins of those who died of COVID-19 can claim insurance under Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) and Pradhan Mantri Suraksha Bima Yojana (PMSBY)

#PIBFactCheck: PMSBY doesn't cover COVID related deaths, while PMJJBY covers COVID deaths with certain conditions. https://t.co/aWTg4NiO71",fake
Greece is the number one country in terms of how many coronavirus tests have been conducted for each confirmed case.,fake
Italy has discovered that COVID-19 is a bacterium rather than a virus.,fake
@mramblr @KFILE And today it is also looking like it will be over 39k. I don't think this is really a winning argument for the people making it but the intent doesn't seem to actually be accuracy but sowing confusion. -@alexismadrigal,real
"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/UMfipQ69Nz",fake
#IndiaFightsCorona: Augmentation in #COVID19 testing capacity in India Gradually we have increased our testing capacity and on 21st August 2020 we reached the landmark of testing one million #COVID samples in a day: @ProfBhargava DG @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/SPCFaCVdsO,real
Take action to slow the spread of #COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of physical distance &amp; frequently washing your hands. Make a cloth face covering from a t-shirt scarf or cloth napkin. Learn more at https://t.co/bihJ3xEM15. https://t.co/fC2kzmGI5v,real
Intrepid Investigative Reporting Reveals the Mystery Ingredients of Russki COVID-19 Vaccine https://t.co/Jbu68RbF2a #russia #coronavirus,fake
#IndiaFightsCorona: 11 teams of Indo-US scientists to jointly scout for #COVID19 solutions ranging from early diagnostic tests antiviral therapy drug re-purposing ventilator research disinfection machines &amp; sensor-based symptom tracking. 👉https://t.co/I3hqtBuixP https://t.co/EV7fwL4FR2,real
Video shows the first infected patient of COVID-19 at Dhanbad Hospital.,fake
Based on the advice of @Fmohnigeria &amp; @NCDCgov I am directing the cessation of all movements in Lagos and the FCT for an initial period of 14 days with effect from 11pm on Monday 30th March 2020. This restriction will also apply to Ogun State. @MBuhari on #COVID19Nigeria,real
“if your child gets this virus they're going to the hospital alone in a van with people they don't know to be with people they don't know. You will be at home without them in their time of need.”,fake
This is Dr. Li-wen Liang's funeral ceremony.,fake
Coronavirus parties can have deadly consequences. https://t.co/WTriJWJu9T,real
438 new cases of #COVID19Nigeria; Lagos-123 Kaduna-50 Rivers-40 Edo-37 Adamawa-25 Oyo-20 Nasarawa-16 Osun-15 Enugu-15 FCT-14 Ekiti-13 Ondo-13 Ebonyi-11 Katsina-10 Abia-9 Delta-8 Kwara-4 Ogun-3 Cross River-3 Kano-3 Bauchi-3 Yobe-2 Sokoto-1 Niger-1 https://t.co/QVEEvTktXP,real
The coronavirus is ???simply the common cold.??�,fake
For the case who travelled from Pakistan 207 people were identified for follow up including those on the same flight. Of those 25 people have been tested (who hadn't already been or were to be tested as part of managed isolation protocols) with 15 negative test results to date,real
States reported 782 new deaths. The 7-day average is now ~650. We've only had one day in June where states reported more than 1000 deaths. Today's deaths—because of the duration of the disease and data reporting lags—probably reflect infections that occurred in mid-May. https://t.co/b4qyQz2tkM,real
NEWS! People bored of lockdown flock to IKEA to make staying at home seem less shit https://t.co/gnYUGcqIEG https://t.co/C8vfVKICwU,fake
Updated on April 29: Reported US cases of #COVID19 total more than 1 million. 19 states report +10000 cases. Continue to wear a cloth face covering &amp; keep 6+ feet of physical distance between yourself &amp; others when in public. https://t.co/wiuFBKR3Uh https://t.co/VtaCHSzVUZ,real
"Finally a INDIAN student from PONDICHERRY university, named RAMU found a home remedy cure for Covid-19 which is for the very first time accepted by WHO. He proved that by adding 1 tablespoon of black pepper powder to 2 table spoons of honey and some ginger juice for consecutive 5 days would suppress the effects of corona. And eventually go away 100%. Entire world is starting to accept this remedy. Finally a good news In 2020!! PLEASE CIRCULATE THIS INFORMATION TO ALL YOUR FAMILY MEMBERS AND FRIENDS.",fake
Muslims in Tamil Nadu India are flouting lockdown rules to offer namaz prayers at night.,fake
Did you know? Breathing in #wildfire smoke can cause symptoms similar to #COVID19 like dry cough sore throat and trouble breathing. Learn how to tell the difference: https://t.co/2xlF9MccFt. https://t.co/htKcD8wgpt,real
There are 8 people receiving hospital level care for COVID-19 all are part of the Auckland community cluster. There are two patients in North Shore Hospital one is stable in isolation on a ward (connected to the community cluster) one is critical in ICU.,real
"Says if you're refused service at a store for not wearing a mask ???call the department of health and report the store. Masks are suggested, not required.??�",fake
Our daily update is published. We’ve tracked a total of 831351 tests up 95647 from yesterday the lowest number since 3/25. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real
A second spike in disease may occur after social distancing is stopped. Interventions are important because they buy time to create surge capacity in hospitals and develop therapeutic drugs that may have potential to lower hospitalization and fatality rates from COVID.,real
Audio clips from a doctor who works for Argentina's most important lab testing for coronavirus.,fake
"@pjpaton @couch_maria @butchthorne @ConservVoice @tony80554056 @Smileygirl19683 @Julie34479 @VMaledew @NormanBrennan @RicciGeri @geraintmeysydd BidenSoetoro funneled illegal $millions through Faucci's NIH into China's ""Wuhan Institute of Viralogy's"" coronavirus bioweapon program which congress expressly prohibited BidenSooetoro from working on.
BidenSoetoro, CCP&amp; associates caused this present Covid bioweapon disaster.",fake
Trump Holds News Conference With Single Fox News Reporter About Coronavirus Origin and Treatments https://t.co/2lMqfQBm9V,fake
Some coronavirus patients are experiencing chronic fatigue. https://t.co/naZrF6DlgF https://t.co/PEXjLTYh3d,real
One reason is supply constraints which are hard to pin down but definitely a real factor. Also many labs are taking up to a week to return tests so our quantitative view here is likely considerably lagging the underlying reality.,real
Pedro Sanchez president of government of Spain spoke about a Scientific Committee and now the government recognize that committee never existed.,fake
India records more than 19000 new COVID-19 cases for the second consecutive day in a row. Delhi CM Arvind Kejriwal announces plasma bank in Delhi to help critically ill coronavirus patients. #Covid_19 #CoronavirusFacts https://t.co/JxiA7ZkPw7,fake
The Anhembi field hospital in São Paulo Brasil is empty. A video allegedly proves it.,fake
A post shared more than a thousand times on Facebook claims that a corpse of a COVID-19 positive person is 100 times more “toxic” 72 hours after death -- and that because undertakers are not burying bodies within this prescribed period funerals have become hotspots for further infections.,fake
Despite the ease of the lockdown starting 4th May it is critical for Nigerians to adhere to these measures to #PreventCOVID19 spread: 🕗Daily curfew from 8pm-6am 😷Mandatory use of mask 🕌Ban on social &amp; religious gatherings 🚎 Restricted inter-state travel Share widely! https://t.co/KzfTJC1Hx7,real
To date a total of 18 contact alerts have been issued through the app to let people know they may have been exposed to COVID-19 so they can take appropriate steps to protect themselves their whânau and the community.,real
"Covid-19 skin rash website criticised for lack of BAME examples

website dedicated to sharing images of Covid-19-related skin rashes to help doctors and patients identify whether an unusual rash might be a sign of coronavirus infection https://t.co/ibf7nY6Err",fake
“With the expanded national case definition &amp; addition of two new laboratories to test for #COVID19 in Ibadan &amp; Ebonyi States the national testing capacity is now at 1500 a day. I applaud all our health workers &amp; emergency responders in this critical time” ~ HMH @DrEOEhanire https://t.co/FwXnj18RAx,real
Durango Police Make An Extremely Unusual Arrest https://t.co/YZmS57CicP #police #coronavirus #banks #denverbroncos #bankrobbery #parrot,fake
